code,category,value
E02000772,3,415
E02000772,4,121
E02000772,5,7
E02000774,1,988
E02000774,2,922
E02000774,3,425
E02000774,4,118
E02000774,5,6
E02000785,1,2798
E02000785,2,1077
E02000785,3,246
E02000785,4,39
E02000785,5,2
E02000790,1,1856
E02000790,2,687
E02000790,3,137
E02000790,4,22
E02000790,5,2
E02000794,1,1773
E02000794,2,789
E02000794,3,167
E02000794,4,28
E02000794,5,2
E02000798,1,2591
E02000798,2,1226
E02000798,3,381
E02000798,4,122
E02000798,5,4
E02000799,1,1555
E02000799,2,640
E02000799,3,214
E02000799,4,29
E02000799,5,1
E02000800,1,1154
E02000800,2,647
E02000800,3,254
E02000800,4,85
E02000800,5,17
E02000804,1,2001
E02000804,2,850
E02000804,3,260
E02000804,4,52
E02000804,5,6
E02000805,1,2793
E02000805,2,1303
E02000805,3,425
E02000805,4,108
E02000805,5,4
E02000806,1,2571
E02000806,2,1180
E02000806,3,413
E02000806,4,82
E02000806,5,10
E02000816,1,1712
E02000816,2,1409
E02000816,3,732
E02000816,4,272
E02000816,5,21
E02000822,1,979
E02000822,2,1082
E02000822,3,525
E02000822,4,174
E02000822,5,13
E02000828,1,1405
E02000828,2,1261
E02000828,3,710
E02000828,4,207
E02000828,5,11
E02000829,1,2004
E02000829,2,1554
E02000829,3,851
E02000829,4,295
E02000829,5,33
E02000831,1,2149
E02000831,2,1215
E02000831,3,525
E02000831,4,154
E02000831,5,9
E02000834,1,2422
E02000834,2,1093
E02000834,3,455
E02000834,4,124
E02000834,5,9
E02000837,1,2058
E02000837,2,854
E02000837,3,187
E02000837,4,49
E02000837,5,2
E02000840,1,1296
E02000840,2,1193
E02000840,3,717
E02000840,4,254
E02000840,5,15
E02000842,1,1511
E02000842,2,1042
E02000842,3,330
E02000842,4,74
E02000842,5,1
E02000844,1,1456
E02000844,2,1085
E02000844,3,519
E02000844,4,150
E02000844,5,7
E02000845,1,2048
E02000845,2,1107
E02000845,3,369
E02000845,4,80
E02000845,5,4
E02000858,1,1194
E02000858,2,1178
E02000858,3,680
E02000858,4,245
E02000858,5,12
E02000863,1,1372
E02000863,2,755
E02000863,3,256
E02000863,4,41
E02000863,5,1
E02000873,1,1183
E02000873,2,969
E02000873,3,525
E02000873,4,233
E02000873,5,11
E02000880,1,809
E02000880,2,828
E02000880,3,465
E02000880,4,163
E02000880,5,16
E02000882,1,1462
E02000882,2,1252
E02000882,3,763
E02000882,4,315
E02000882,5,16
E02000885,1,760
E02000885,2,857
E02000885,3,534
E02000885,4,223
E02000885,5,17
E02000895,1,1407
E02000895,2,1133
E02000895,3,585
E02000895,4,144
E02000895,5,8
E02000898,1,1401
E02000898,2,1076
E02000898,3,564
E02000898,4,141
E02000898,5,19
E02000901,1,2101
E02000901,2,1168
E02000901,3,466
E02000901,4,107
E02000901,5,10
E02000904,1,1618
E02000904,2,996
E02000904,3,385
E02000904,4,106
E02000904,5,2
E02000905,1,1782
E02000905,2,1228
E02000905,3,492
E02000905,4,119
E02000905,5,9
E02000912,1,1437
E02000912,2,1089
E02000912,3,557
E02000912,4,179
E02000912,5,11
E02000917,1,1765
E02000917,2,1189
E02000917,3,528
E02000917,4,160
E02000917,5,8
E02000923,1,2092
E02000923,2,994
E02000923,3,307
E02000923,4,70
E02000923,5,6
E02000940,1,2419
E02000940,2,1192
E02000940,3,443
E02000940,4,148
E02000940,5,12
E02000945,1,1047
E02000945,2,1004
E02000945,3,533
E02000945,4,163
E02000945,5,17
E02000946,1,1841
E02000946,2,825
E02000946,3,327
E02000946,4,107
E02000946,5,4
E02000947,1,2596
E02000947,2,948
E02000947,3,294
E02000947,4,72
E02000947,5,7
E02000950,1,1727
E02000950,2,953
E02000950,3,324
E02000950,4,96
E02000950,5,10
E02000954,1,1287
E02000954,2,614
E02000954,3,275
E02000954,4,59
E02000954,5,12
E02000959,1,1475
E02000959,2,1012
E02000959,3,459
E02000959,4,144
E02000959,5,14
E02000961,1,2093
E02000961,2,1220
E02000961,3,509
E02000961,4,221
E02000961,5,25
E02000963,1,1447
E02000963,2,1360
E02000963,3,869
E02000963,4,437
E02000963,5,21
E02000964,1,2115
E02000964,2,1746
E02000964,3,994
E02000964,4,454
E02000964,5,48
E02000965,1,2063
E02000965,2,1016
E02000965,3,385
E02000965,4,142
E02000965,5,16
E02000967,1,1893
E02000967,2,834
E02000967,3,238
E02000967,4,47
E02000967,5,2
E02000972,1,2154
E02000972,2,1400
E02000972,3,504
E02000972,4,159
E02000972,5,37
E02000974,1,2136
E02000974,2,1177
E02000974,3,452
E02000974,4,183
E02000974,5,33
E02000976,1,2130
E02000976,2,1367
E02000976,3,527
E02000976,4,160
E02000976,5,29
E02000981,1,2348
E02000981,2,1213
E02000981,3,426
E02000981,4,153
E02000981,5,15
E02000982,1,1790
E02000982,2,1205
E02000982,3,580
E02000982,4,228
E02000982,5,42
E02000986,1,1913
E02000986,2,1238
E02000986,3,411
E02000986,4,81
E02000986,5,4
E02000988,1,1491
E02000988,2,1263
E02000988,3,705
E02000988,4,174
E02000988,5,7
E02000992,1,1476
E02000992,2,873
E02000992,3,322
E02000992,4,85
E02000992,5,4
E02000994,1,903
E02000994,2,1203
E02000994,3,826
E02000994,4,365
E02000994,5,20
E02000995,1,1683
E02000995,2,1106
E02000995,3,462
E02000995,4,167
E02000995,5,6
E02000996,1,1052
E02000996,2,1159
E02000996,3,798
E02000996,4,356
E02000996,5,16
E02000999,1,894
E02000999,2,1293
E02000999,3,998
E02000999,4,432
E02000999,5,18
E02001001,1,1496
E02001001,2,1076
E02001001,3,473
E02001001,4,154
E02001001,5,10
E02001006,1,871
E02001006,2,1040
E02001006,3,614
E02001006,4,225
E02001006,5,9
E02001007,1,1936
E02001007,2,1558
E02001007,3,712
E02001007,4,179
E02001007,5,5
E02001012,1,1140
E02001012,2,1110
E02001012,3,583
E02001012,4,136
E02001012,5,13
E02001015,1,1426
E02001015,2,1356
E02001015,3,797
E02001015,4,271
E02001015,5,10
E02001019,1,2212
E02001019,2,1242
E02001019,3,481
E02001019,4,135
E02001019,5,3
E02001024,1,1842
E02001024,2,1091
E02001024,3,381
E02001024,4,60
E02001024,5,2
E02001030,1,1412
E02001030,2,773
E02001030,3,276
E02001030,4,50
E02001030,5,1
E02001031,1,1335
E02001031,2,1008
E02001031,3,468
E02001031,4,136
E02001031,5,4
E02001034,1,1375
E02001034,2,1425
E02001034,3,890
E02001034,4,386
E02001034,5,15
E02001042,1,1494
E02001042,2,910
E02001042,3,400
E02001042,4,86
E02001042,5,3
E02001056,1,1022
E02000724,1,773
E02000724,2,970
E02000724,3,602
E02000724,4,181
E02000724,5,9
E02000738,1,1091
E02000738,2,1045
E02000738,3,495
E02000738,4,146
E02000738,5,9
E02000763,1,1197
E02000763,2,884
E02000763,3,397
E02000763,4,92
E02000763,5,7
E02000779,1,879
E02000779,2,1149
E02000779,3,572
E02000779,4,155
E02000779,5,21
E02000789,1,1790
E02000789,2,770
E02000789,3,216
E02000789,4,58
E02000789,5,8
E02000819,1,1267
E02000819,2,1295
E02000819,3,721
E02000819,4,248
E02000819,5,24
E02000835,1,1635
E02000835,2,888
E02000835,3,395
E02000835,4,100
E02000835,5,12
E02000871,1,1719
E02000871,2,1410
E02000871,3,807
E02000871,4,273
E02000871,5,19
E02001013,1,1313
E02001013,2,802
E02001013,3,322
E02001013,4,60
E02001013,5,1
E02001028,1,1711
E02001028,2,1035
E02001028,3,315
E02001028,4,39
E02001028,5,0
E02001043,1,1167
E02001043,2,770
E02001043,3,327
E02001043,4,103
E02001043,5,6
E02001061,1,1501
E02001061,2,1472
E02001061,3,956
E02001061,4,365
E02001061,5,28
E02001062,1,1368
E02001062,2,1210
E02001062,3,732
E02001062,4,244
E02001062,5,16
E02001063,1,1650
E02001063,2,1117
E02001063,3,509
E02001063,4,176
E02001063,5,12
E02001064,1,1315
E02001064,2,1313
E02001064,3,895
E02001064,4,374
E02001064,5,15
E02001065,1,1412
E02001065,2,1405
E02001065,3,777
E02001065,4,240
E02001065,5,10
E02001066,1,1196
E02001066,2,1311
E02001066,3,722
E02001066,4,208
E02001066,5,12
E02001067,1,1414
E02001067,2,1429
E02001067,3,916
E02001067,4,340
E02001067,5,22
E02001069,1,1614
E02001069,2,1571
E02001069,3,840
E02001069,4,264
E02001069,5,14
E02001070,1,1188
E02001070,2,1129
E02001070,3,592
E02001070,4,213
E02001070,5,20
E02001072,1,1842
E02001072,2,1252
E02001072,3,605
E02001072,4,190
E02001072,5,11
E02001073,1,2257
E02001073,2,1179
E02001073,3,420
E02001073,4,118
E02001073,5,10
E02001075,1,1417
E02001075,2,1175
E02001075,3,637
E02001075,4,200
E02001075,5,21
E02001078,1,1625
E02001078,2,1357
E02001078,3,639
E02001078,4,166
E02001078,5,12
E02001079,1,1380
E02001079,2,1159
E02001079,3,649
E02001079,4,243
E02001079,5,12
E02001080,1,1559
E02001080,2,1149
E02001080,3,543
E02001080,4,152
E02001080,5,20
E02001081,1,1647
E02001081,2,763
E02001081,3,297
E02001081,4,87
E02001081,5,4
E02001082,1,1648
E02001082,2,859
E02001082,3,306
E02001082,4,82
E02001082,5,4
E02001083,1,2628
E02001083,2,962
E02001083,3,369
E02001083,4,111
E02001083,5,6
E02001085,1,1130
E02001085,2,1100
E02001085,3,709
E02001085,4,253
E02001085,5,10
E02001087,1,2677
E02001087,2,1189
E02001087,3,369
E02001087,4,90
E02001087,5,9
E02001088,1,1561
E02001088,2,1302
E02001088,3,658
E02001088,4,252
E02001088,5,11
E02001089,1,1910
E02001089,2,932
E02001089,3,293
E02001089,4,64
E02001089,5,4
E02001090,1,1540
E02001090,2,969
E02001090,3,463
E02001090,4,153
E02001090,5,13
E02001091,1,1724
E02001091,2,1306
E02001091,3,615
E02001091,4,226
E02001091,5,14
E02001092,1,1569
E02001092,2,1305
E02001092,3,700
E02001092,4,267
E02001092,5,15
E02001094,1,1250
E02001094,2,1335
E02001094,3,967
E02001094,4,377
E02001094,5,14
E02001096,1,1330
E02001096,2,1142
E02001096,3,697
E02001096,4,250
E02001096,5,6
E02001097,1,1262
E02001097,2,1209
E02001097,3,764
E02001097,4,282
E02001097,5,10
E02001098,1,1185
E02001098,2,1037
E02001098,3,423
E02001098,4,82
E02001098,5,3
E02001099,1,1095
E02001099,2,955
E02001099,3,455
E02001099,4,139
E02001099,5,7
E02001100,1,1219
E02001100,2,911
E02001100,3,365
E02001100,4,90
E02001100,5,4
E02001101,1,1291
E02001101,2,790
E02001101,3,306
E02001101,4,62
E02001101,5,2
E02001106,1,1202
E02001106,2,965
E02001106,3,448
E02001106,4,123
E02001106,5,4
E02001107,1,1115
E02001107,2,916
E02001107,3,399
E02001107,4,123
E02001107,5,6
E02001108,1,876
E02001108,2,818
E02001108,3,487
E02001108,4,167
E02001108,5,7
E02001109,1,1278
E02001109,2,1127
E02001109,3,688
E02001109,4,264
E02001109,5,6
E02001110,1,1753
E02001110,2,848
E02001110,3,227
E02001110,4,30
E02001110,5,1
E02001112,1,1344
E02001112,2,830
E02001112,3,247
E02001112,4,30
E02001112,5,0
E02001114,1,1341
E02001114,2,1211
E02001114,3,700
E02001114,4,234
E02001114,5,9
E02001124,1,944
E02001124,2,958
E02001124,3,649
E02001124,4,236
E02001124,5,20
E02001125,1,1494
E02001125,2,1184
E02001125,3,504
E02001125,4,153
E02001125,5,6
E02001127,1,991
E02001127,2,1024
E02001127,3,678
E02001127,4,239
E02001127,5,10
E02001129,1,1239
E02001129,2,1055
E02001129,3,578
E02001129,4,181
E02001129,5,11
E02001130,1,1111
E02001130,2,866
E02001130,3,489
E02001130,4,117
E02001130,5,4
E02001132,1,1473
E02001132,2,1065
E02001132,3,413
E02001132,4,99
E02001132,5,5
E02001133,1,1497
E02001133,2,866
E02001133,3,317
E02001133,4,55
E02001133,5,1
E02001134,1,1465
E02001134,2,834
E02001134,3,285
E02001134,4,68
E02001134,5,0
E02001135,1,1042
E02001135,2,1089
E02001135,3,749
E02001135,4,300
E02001135,5,18
E02001136,1,1756
E02001136,2,1272
E02001136,3,543
E02001136,4,158
E02001136,5,10
E02001137,1,1547
E02001137,2,765
E02001137,3,245
E02001137,4,55
E02001137,5,0
E02001138,1,2048
E02001138,2,1122
E02001138,3,389
E02001138,4,80
E02001138,5,4
E02001139,1,947
E02001139,2,1213
E02001139,3,750
E02001139,4,315
E02001139,5,22
E02001140,1,1205
E02001140,2,1069
E02001140,3,561
E02001140,4,201
E02001140,5,12
E02001142,1,1289
E02001142,2,830
E02001142,3,272
E02001142,4,36
E02001142,5,2
E02001143,1,1429
E02001143,2,1398
E02001143,3,873
E02001143,4,322
E02001143,5,25
E02001145,1,1542
E02001145,2,1033
E02001145,3,408
E02001145,4,93
E02001145,5,1
E02001146,1,841
E02001146,2,1156
E02001146,3,802
E02001146,4,265
E02001146,5,19
E02001148,1,1803
E02001148,2,1619
E02001148,3,721
E02001148,4,232
E02001148,5,10
E02001149,1,1836
E02001149,2,1667
E02001149,3,943
E02001149,4,349
E02001149,5,20
E02001150,1,1558
E02001150,2,1227
E02001150,3,661
E02001150,4,236
E02001150,5,15
E02001151,1,2087
E02001151,2,1375
E02001151,3,572
E02001151,4,146
E02001151,5,8
E02001152,1,1719
E02001152,2,1393
E02001152,3,777
E02001152,4,227
E02001152,5,14
E02001153,1,1835
E02001153,2,1619
E02001153,3,1059
E02001153,4,408
E02001153,5,16
E02001154,1,1876
E02001154,2,1499
E02001154,3,767
E02001154,4,230
E02001154,5,11
E02001156,1,2032
E02001156,2,1374
E02001156,3,582
E02001156,4,107
E02001156,5,4
E02001157,1,1171
E02001157,2,1157
E02001157,3,827
E02001157,4,301
E02001157,5,10
E02001158,1,943
E02001158,2,951
E02001158,3,607
E02001158,4,210
E02001158,5,13
E02001159,1,1593
E02001159,2,1003
E02001159,3,477
E02001159,4,175
E02001159,5,10
E02001160,1,1109
E02001160,2,976
E02001160,3,604
E02001160,4,168
E02001160,5,7
E02001161,1,1167
E02001161,2,930
E02001161,3,434
E02001161,4,125
E02001161,5,8
E02001162,1,1099
E02001162,2,950
E02001162,3,485
E02001162,4,148
E02001162,5,8
E02001165,1,1245
E02001165,2,883
E02001165,3,417
E02001165,4,116
E02001165,5,1
E02001168,1,1894
E02001168,2,1378
E02001168,3,721
E02001168,4,213
E02001168,5,14
E02001169,1,2691
E02001169,2,1285
E02001169,3,403
E02001169,4,70
E02001169,5,4
E02001170,1,2560
E02001170,2,1192
E02001170,3,345
E02001170,4,46
E02001170,5,2
E02001171,1,1330
E02001171,2,829
E02001171,3,333
E02001171,4,58
E02001171,5,3
E02001173,1,1224
E02001173,2,1233
E02001173,3,770
E02001173,4,321
E02001173,5,23
E02001174,1,1238
E02001174,2,730
E02001174,3,286
E02001174,4,81
E02001174,5,2
E02001177,1,2604
E02001177,2,1921
E02001177,3,972
E02001177,4,312
E02001177,5,8
E02001179,1,1299
E02001179,2,1079
E02001179,3,613
E02001179,4,176
E02001179,5,5
E02001180,1,791
E02001180,2,877
E02001180,3,564
E02001180,4,299
E02001180,5,11
E02001181,1,993
E02001181,2,899
E02001181,3,509
E02001181,4,221
E02001181,5,12
E02001183,1,1465
E02001183,2,1020
E02001183,3,547
E02001183,4,145
E02001183,5,10
E02001186,1,2031
E02001186,2,1545
E02001186,3,708
E02001186,4,185
E02001186,5,9
E02001187,1,1378
E02001187,2,1077
E02001187,3,501
E02001187,4,121
E02001187,5,4
E02001188,1,1696
E02001188,2,1317
E02001188,3,633
E02001188,4,174
E02001188,5,8
E02001189,1,1765
E02001189,2,1199
E02001189,3,494
E02001189,4,129
E02001189,5,9
E02001190,1,1027
E02001190,2,1123
E02001190,3,851
E02001190,4,460
E02001190,5,25
E02001191,1,1295
E02001191,2,852
E02001191,3,379
E02001191,4,102
E02001191,5,3
E02001192,1,1615
E02001192,2,865
E02001192,3,295
E02001192,4,62
E02001192,5,19
E02001194,1,1572
E02001194,2,796
E02001194,3,238
E02001194,4,42
E02001194,5,7
E02001196,1,1699
E02001196,2,1184
E02001196,3,450
E02001196,4,85
E02001196,5,4
E02001197,1,1507
E02001197,2,750
E02001197,3,291
E02001197,4,68
E02001197,5,6
E02001198,1,1378
E02001198,2,1167
E02001198,3,624
E02001198,4,172
E02001198,5,7
E02001199,1,2036
E02001199,2,990
E02001199,3,306
E02001199,4,64
E02001199,5,7
E02001200,1,1424
E02001200,2,1431
E02001200,3,803
E02001200,4,397
E02001200,5,25
E02001202,1,1538
E02001202,2,966
E02001202,3,496
E02001202,4,169
E02001202,5,13
E02001205,1,1789
E02001205,2,1280
E02001205,3,671
E02001205,4,213
E02001205,5,18
E02001206,1,1683
E02001206,2,995
E02001206,3,341
E02001206,4,81
E02001206,5,1
E02001207,1,1581
E02001207,2,950
E02001207,3,340
E02001207,4,64
E02001207,5,4
E02001209,1,1758
E02001209,2,1150
E02001209,3,417
E02001209,4,113
E02001209,5,3
E02001210,1,1235
E02001210,2,1036
E02001210,3,593
E02001210,4,174
E02001210,5,8
E02001211,1,1493
E02001211,2,805
E02001211,3,260
E02001211,4,45
E02001211,5,4
E02001213,1,2373
E02001213,2,1347
E02001213,3,446
E02001213,4,104
E02001213,5,5
E02001215,1,1415
E02001215,2,857
E02001215,3,310
E02001215,4,43
E02001215,5,3
E02001217,1,1561
E02001217,2,1045
E02001217,3,412
E02001217,4,104
E02001217,5,14
E02001219,1,1304
E02001219,2,690
E02001219,3,207
E02001219,4,20
E02001219,5,0
E02001220,1,1294
E02001220,2,697
E02001220,3,260
E02001220,4,63
E02001220,5,5
E02001222,1,1225
E02001222,2,856
E02001222,3,305
E02001222,4,30
E02001222,5,1
E02001223,1,1706
E02001223,2,865
E02001223,3,203
E02001223,4,25
E02001223,5,0
E02001224,1,1367
E02001224,2,880
E02001224,3,268
E02001224,4,30
E02001224,5,2
E02001227,1,1477
E02001227,2,674
E02001227,3,163
E02001227,4,19
E02001227,5,0
E02001228,1,1596
E02001228,2,715
E02001228,3,185
E02001228,4,21
E02001228,5,2
E02001229,1,2458
E02001229,2,1465
E02001229,3,613
E02001229,4,128
E02001229,5,5
E02001230,1,1102
E02001230,2,835
E02001230,3,334
E02001230,4,71
E02001230,5,2
E02001231,1,1379
E02001231,2,919
E02001231,3,425
E02001231,4,128
E02001231,5,11
E02001232,1,1426
E02001232,2,1261
E02001232,3,673
E02001232,4,233
E02001232,5,19
E02001233,1,1225
E02001233,2,1192
E02001233,3,729
E02001233,4,211
E02001233,5,18
E02001234,1,1209
E02001234,2,1123
E02001234,3,682
E02001234,4,229
E02001234,5,18
E02001235,1,1412
E02001235,2,991
E02001235,3,491
E02001235,4,149
E02001235,5,15
E02001236,1,955
E02001236,2,933
E02001236,3,520
E02001236,4,200
E02001236,5,15
E02001237,1,1465
E02001237,2,962
E02001237,3,482
E02001237,4,171
E02001237,5,9
E02001238,1,1545
E02001238,2,1237
E02001238,3,597
E02001238,4,153
E02001238,5,7
E02001239,1,1671
E02001239,2,1376
E02001239,3,726
E02001239,4,203
E02001239,5,14
E02001240,1,1136
E02001240,2,920
E02001240,3,472
E02001240,4,97
E02001240,5,6
E02001242,1,1550
E02001242,2,901
E02001242,3,369
E02001242,4,65
E02001242,5,1
E02001243,1,1911
E02001243,2,1246
E02001243,3,521
E02001243,4,142
E02001243,5,8
E02001244,1,1148
E02001244,2,832
E02001244,3,262
E02001244,4,59
E02001244,5,2
E02001245,1,1456
E02001245,2,1272
E02001245,3,686
E02001245,4,193
E02001245,5,14
E02001247,1,1387
E02001247,2,1116
E02001247,3,597
E02001247,4,167
E02001247,5,8
E02001248,1,2243
E02001248,2,1700
E02001248,3,934
E02001248,4,330
E02001248,5,11
E02001249,1,1220
E02001249,2,1054
E02001249,3,513
E02001249,4,131
E02001249,5,3
E02001250,1,1373
E02001250,2,952
E02001250,3,339
E02001250,4,70
E02001250,5,3
E02001253,1,992
E02001253,2,831
E02001253,3,346
E02001253,4,89
E02001253,5,0
E02001254,1,1035
E02001254,2,927
E02001254,3,409
E02001254,4,113
E02001254,5,7
E02001255,1,1164
E02001255,2,1073
E02001255,3,709
E02001255,4,271
E02001255,5,15
E02001256,1,1472
E02001256,2,1484
E02001256,3,868
E02001256,4,330
E02001256,5,18
E02001258,1,1708
E02001258,2,1060
E02001258,3,378
E02001258,4,84
E02001258,5,2
E02001260,1,1614
E02001260,2,1016
E02001260,3,371
E02001260,4,71
E02001260,5,2
E02001261,1,1819
E02001261,2,1182
E02001261,3,488
E02001261,4,171
E02001261,5,5
E02001262,1,1344
E02001262,2,1039
E02001262,3,552
E02001262,4,142
E02001262,5,6
E02001263,1,1876
E02001263,2,1139
E02001263,3,340
E02001263,4,54
E02001263,5,1
E02001264,1,1746
E02001264,2,1021
E02001264,3,433
E02001264,4,96
E02001264,5,5
E02001265,1,1657
E02001265,2,1124
E02001265,3,495
E02001265,4,105
E02001265,5,7
E02001266,1,1324
E02001266,2,1083
E02001266,3,527
E02001266,4,150
E02001266,5,8
E02001268,1,1622
E02001268,2,942
E02001268,3,336
E02001268,4,57
E02001268,5,0
E02001269,1,1785
E02001269,2,1124
E02001269,3,521
E02001269,4,139
E02001269,5,7
E02001270,1,2169
E02001270,2,1005
E02001270,3,379
E02001270,4,95
E02001270,5,3
E02001271,1,1386
E02001271,2,858
